Name,Type,Form ID,Status,Also Known As,Count
Home (unmarked),Personal Site,"CRC7,SLAM13,SLAM15,SFSLB4,SFSLB11,SFSLB12,SFSLB13,TGEM1,MZSPG14,HMES4,HMES7,HMES11,SLPLC20,MZSPO3",Marked/Current,,14
Home Depot,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",PULS7,Marked/Current,,1
Home Sweet Home (unmarked),Personal Site,SLAM16,Marked/Current,,1
Homer G. Phillips Hospital,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","OFRC3,SLAM7",Erased /Demolished,,2
Honey Manor,Notable Site,MOHM11,Marked/Current,,1
Hop Alley,Notable Site,"MZSPA19,JCLB2",Erased /Demolished,,2
Horseradish Wonderland,Personal Site,MZSPB21,Potential/Imaginary,,1
Hospital (unmarked),"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",HMES7,Potential/Imaginary,,1
Hotel (unmarked),"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPB46,MZSPF11",Marked/Current,,2
Hotel Saint Louis,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPN3,Marked/Current,,1
Hotels (unmarked),"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",HMES7,Potential/Imaginary,,1
House of India,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSL21,Marked/Current,,1
House of Miles,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","HMES2,HMES3,HMES5,HMES6,HMES7,HMES9,HMES11",Marked/Current,,7
Housing for Homeless People,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SLPLC9,Potential/Imaginary,,1
Howell Island Conservation Area,"""Park Space (Park, Garden, Tree, Skate Park)""",MZSPL2,Marked/Current,,1
Hyde Park,"""Park Space (Park, Garden, Tree, Skate Park)"",Neighborhood (Internal and External Lines)","MZSPA15,INDI15,MOBG5,CSRF6",Marked/Current,,4
Ice Cream (unmarked),"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPL6,Marked/Current,,1
Ices Plain & Fancy,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","PULS2,SLAM16",Marked/Current,,2
Ike and Tina Turner's House,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",HMES3,Erased /Demolished,,1
Ikea ,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPB15,SLAM9",Marked/Current,,2
Illinois,Other Places,"TRNG7,MZSPA2,MTHS5,MZSPB21,MZSPB28,SFSL17,SFSL23,CAMF2,WCRC9,HMES12,SLPLC12,SLPLC13",Marked/Current,,12
Immigration Mural,"""Artwork (Statue, Sculpture)""",CAML5,Potential/Imaginary,,1
Imo's Pizza,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPI6,MZSPJ2,TGFM4,MOHM11,MZSPL5",Marked/Current,,5
Improv Shop,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MOHM2,Marked/Current,,1
Incarnate Word Academy,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSLB3,Marked/Current,,1
Instrument shop (unmarked),"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPB38,Marked/Current,,1
International Brotherhood of Electrical Workers (IBEW),"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPG12,Marked/Current,,1
Intersect Arts,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",JCLB9,Marked/Current,,1
Iowa,Other Places,INDI11,Marked/Current,,1
Iowa Women's Shelter,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",CCFV4,Marked/Current,,1
Jack Buck Statue,"""Artwork (Statue, Sculpture)""",SLPLB11,Marked/Current,,1
Jackie Joyner Kersee Center,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","OFRC9,TGPF3",Marked/Current,,2
Jackie Joyner-Kersee Center,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",HMES2,Marked/Current,,1
January-Wabash Park,"""Park Space (Park, Garden, Tree, Skate Park)""",CCFV4,Marked/Current,,1
Jazz St. Louis,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MOHM12,FPPCA2",Marked/Current,,2
Jefferson Bank,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",WUEC17,Marked/Current,,1
Jefferson Barracks Park & Cemetery,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPE5,SFSL5,SFSL12,SLAM19,SFSLB15,TGPF2,TGPF6,MOHM21",Marked/Current,,8
Jefferson Blvd,"""Infrastructure (Streets, Highways, Water Tower)""","TRNG7,MZSPA18,PULS6,MZSPK3,JCLB8,MOHM13",Marked/Current,,6
Jefferson Monument,"""Artwork (Statue, Sculpture)""",OFRC8,Marked/Current,,1
Jefferson National Expansion Museum,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","SFSL3,TGPF6",Marked/Current,,2
Jeffrey Plaza,Notable Site,MZSPA19,Marked/Current,,1
JeffVanderLou Neighborhood,Neighborhood (Internal and External Lines),"TRNG2,CAML9",Marked/Current,,2
JellyStone Park,"""Park Space (Park, Garden, Tree, Skate Park)""",SLAM1,Marked/Current,,1
Jeni's Ice Cream,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPL15,Marked/Current,,1
Jesse Owens Mural (Old North Saint Louis),"""Artwork (Statue, Sculpture)""",WCRC7,Marked/Current,,1
Jewel Box,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","SFSL4,SFSL17,SFSLB16",Marked/Current,,3
Jewish Community Center St. Louis (JCC),"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","SLAM25,MZSPO1",Marked/Current,,2
Jilly's Cupcakes,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSL21,Marked/Current,,1
Joe,"""Artwork (Statue, Sculpture)""","PULS18,MZSPG6,MZSPL14",Marked/Current,Richard Serra's Joe,3
Joe Fassi Sausage & Sandwich Factory,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",TGFM10,Marked/Current,,1
John Peter William Thul House,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",INDI15,Erased /Demolished,,1
Jones Park,"""Park Space (Park, Garden, Tree, Skate Park)""","HMES2,HMES5",Marked/Current,,2
Jones v. Alfred H. Mayer Co. (1968),Notable Site,PULS16,Marked/Current,,1
Josephine Baker Street,"""Infrastructure (Streets, Highways, Water Tower)""",PAFB2,Marked/Current,,1
Julia Davis Library,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","WUEC18,FPPCA3",Marked/Current,,2
Julia Street,"""Infrastructure (Streets, Highways, Water Tower)""",PULS14,Marked/Current,,1
Juniata Street,"""Infrastructure (Streets, Highways, Water Tower)""",PULS12,Marked/Current,,1
Junkyard,Other Places,MZSPE11,Marked/Current,,1
Kaldi's Coffee,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSL21,Marked/Current,,1
Kansas,Other Places,INDI11,Marked/Current,,1
Kansas City,Other Places,MTHS5,Marked/Current,,1
Kate Chopin Bust,"""Artwork (Statue, Sculpture)""",SLPLC3,Marked/Current,,1
Katherine Dunham Museum,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","OFRC9,SLAM7,TGPF3,PAFB2,HMES2,HMES3,HMES5,HMES7",Marked/Current,,8
Katy Trail,"""Infrastructure (Streets, Highways, Water Tower)""","SFSL4,SFSL5,LSRC3",Marked/Current,,3
Kemper Art Museum,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",PULS21,Marked/Current,,1
Kentucky,Other Places,INDI11,Marked/Current,,1
Kids Center (unmarked),Personal Site,JCLB10,Marked/Current,,1
Kiel Opera House,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MOHMB2,TGPF27",Erased /Demolished,,2
Kiener Plaza,"""Park Space (Park, Garden, Tree, Skate Park)""","MZSPB20,CAML8",Marked/Current,,2
King and I Restaurant,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSLB1,Marked/Current,,1
Kingshighway Blvd,"""Infrastructure (Streets, Highways, Water Tower)""","TRNG7,MZSPA17,MZSPA18,MZSPE3,AHFS3,INDI1,LOOP11,SLAM3,TGEM3,TGFM7,TGFM11,MOHM6,MOBG10,LPCM4,CAML1,MZSPO1",Marked/Current,,16
KIPP Public Charter Schools,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",JCLB3,Marked/Current,,1
Kitchen Coffee House,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",PULS8,Marked/Current,,1
Kounter Kulture,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFTF4,Marked/Current,,1
Kranzberg Arts Center,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSLB7,Marked/Current,,1
Kroger Grocery Store,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","WUEC12,WUEC14",Marked/Current,,2
KWUR Studios (Washington University),"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSLB7,Marked/Current,,1
La Mancha Coffeehouse,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSL21,Marked/Current,,1
Laclede Avenue,"""Infrastructure (Streets, Highways, Water Tower)""","MZSPE3,PULS2,MOHM9,MOBG2,MZSPM1",Marked/Current,,5
Laclede's Landing,Neighborhood (Internal and External Lines),"CAML7,SLPLC21",Marked/Current,,2
Lafayette Avenue,"""Infrastructure (Streets, Highways, Water Tower)""",PULS14,Marked/Current,,1
Lafayette Park,"""Park Space (Park, Garden, Tree, Skate Park)""","TRNG7,MZSPA15,AHFS4,INDI2,SFSL11,PULS6,LSRC3,MZSPK3,MOHM9,MZSPK11,CSRF6",Marked/Current,,11
Lafayette Square Neighborhood,Neighborhood (Internal and External Lines),"INDI15,SFSL2,PULS7,SLAM17,LSRC5,TGEM4,MZSPK3",Marked/Current,,7
Lake (unmarked),Waterways and Geological Features,"TGPF11,MZSPM6",Potential/Imaginary,,2
Lambert International Airport,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPE3,MZSPE12,INDI10,SFSL38,PULS18,SLAM23,SLAM33,TGFM2,MZSPL9",Marked/Current,,9
Largest Slave Trading Post in STL,Other Places,SLPLC12,Erased /Demolished,,1
Laumeier Sculpture Park,"""Park Space (Park, Garden, Tree, Skate Park)""","MZSPB18,SFSL5,LOOP1,SLAM24,SLAM29,SFSLB15,SFSLB16,TGPF18,MZSPG11,TGPF23,TGPF26,CAMF3,MZSPL9,CSRF6,SLPLC15",Marked/Current,,15
Lee's Chicken,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPF14,Marked/Current,,1
Left Bank Books,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SLPLC15,Marked/Current,,1
Lemp Ave,"""Infrastructure (Streets, Highways, Water Tower)""",TGPF35,Marked/Current,,1
Lemp Brewery,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPE2,MZSPB40,SFSL3,LSRC5,TGFM8",Marked/Current,,5
Lemp Mansion,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","INDI15,MZSPK6,CLSC1",Marked/Current,,3
Lewis and Clark Blvd (MO Route 367),"""Infrastructure (Streets, Highways, Water Tower)""","SFSLB19,LPCM2",Marked/Current,,2
Lewis and Clark Trail,"""Park Space (Park, Garden, Tree, Skate Park)""",SLPLC6,Marked/Current,,1
Lewis Place Neighborhood,Neighborhood (Internal and External Lines),"SFSL1,OFRC3,OFRC5",Marked/Current,,3
LGBT Memorial (unmarked),"""Artwork (Statue, Sculpture)""",SFSL31,Potential/Imaginary,,1
Library (unmarked),"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","CRC7,MZSPK4,USAC3,SLPLA6,MOHMC1",Marked/Current,,5
Lincoln Park,"""Park Space (Park, Garden, Tree, Skate Park)""","HMES2,HMES3,HMES5",Marked/Current,,3
Lindell Bank,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",HMES9,Marked/Current,,1
Lindell Blvd,"""Infrastructure (Streets, Highways, Water Tower)""","MZSPA23,MTHS10,MZSPE3,PULS19,SLAM3",Marked/Current,,5
Lindenwood Avenue,"""Infrastructure (Streets, Highways, Water Tower)""","INDI1,SLPLB5",Marked/Current,,2
Lindenwood University,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSL9,Marked/Current,,1
Little Bohemia,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPA20,Erased /Demolished,,1
Locust Business District,Other Places,TRNG7,Marked/Current,,1
Loew's Theatre,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MOHMB2,Erased /Demolished,,1
London Tea Room,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",PULS20,Marked/Current,,1
Lone Elk Park,"""Park Space (Park, Garden, Tree, Skate Park)""","SFSLB16,CSRF6",Marked/Current,,2
Long John Silver's,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",WUECC2,Marked/Current,,1
Love Bank Park,"""Park Space (Park, Garden, Tree, Skate Park)""","MZSPA15,JCLB7",Marked/Current,,2
Lowes Movie Theater,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",AGGA1,Marked/Current,,1
Lulu's Local Eatery,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPB33,TGPF13",Marked/Current,,2
Lun Sing Co Laundry Supplies,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPA19,Erased /Demolished,,1
Luther Ely Smith Park,"""Park Space (Park, Garden, Tree, Skate Park)""",MOHM10,Marked/Current,,1
Mac's Local Eats,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFTF4,Marked/Current,,1
MacArthur Bridge,"""Infrastructure (Streets, Highways, Water Tower)""",PULS1,Marked/Current,,1
Mackenzie,Notable Site,SLAM2,Marked/Current,,1
Magic House,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","SFSLB15,SFSLB16,MZSPK8,MZSPK13,UASC2,USAC7",Marked/Current,,6
Magnolia Avenue,"""Infrastructure (Streets, Highways, Water Tower)""","PULS6,TGEM3,MZSPK12,MOBG10",Marked/Current,,4
Main Street (unmarked),"""Infrastructure (Streets, Highways, Water Tower)""",SFSL40,Marked/Current,,1
Mama Campisi's,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",TGFM10,Marked/Current,,1
Man on A Horse by Fernando Botero,"""Artwork (Statue, Sculpture)""",MZSPK15,Marked/Current,,1
Manchester Ave,"""Infrastructure (Streets, Highways, Water Tower)""","SLAM2,SLAM13,MZSPL2,SLPLC15",Marked/Current,,4
Mansions on Lindell Avenue,Notable Site,PULS7,Marked/Current,,1
Maplewood,Other Places,"LOOP3,TGPF3",Marked/Current,,2
Mark Twain Hotel,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPA20,Marked/Current,,1
Market Street,"""Infrastructure (Streets, Highways, Water Tower)""","MZSPB20,MZSPK3",Marked/Current,,2
Marquette Park,"""Park Space (Park, Garden, Tree, Skate Park)""",MZSPA15,Marked/Current,,1
Martin Luther King Jr Monument (Fountain Park),"""Artwork (Statue, Sculpture)""","WUECB4,LPCM4",Marked/Current,,2
Martin Stephan,Personal Site,MZSPI6,Erased /Demolished,,1
Mary Brown Center,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",HMES2,Marked/Current,,1
Mary Meachum Freedom Crossing (Riverfront Trail),"""Artwork (Statue, Sculpture)""","WUECB4,WUECB1,AGGA10,CSRF1",Marked/Current,,4
Maryland Plaza,"""Park Space (Park, Garden, Tree, Skate Park)""",MZSPE3,Marked/Current,,1
Mason Elementary School,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MOHM8,Marked/Current,,1
Mauhaus Cat Cafe,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MOBG8,Marked/Current,,1
McDonald Park,"""Park Space (Park, Garden, Tree, Skate Park)""",MOHM17,Marked/Current,,1
McDonald's River Boat,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPF17,PULS7",Erased /Demolished,,2
McDonnell Douglas Corporation v.  Percy Green (1973),Notable Site,PULS16,Marked/Current,,1
McKinley Bridge,"""Infrastructure (Streets, Highways, Water Tower)""",SFSL8,Marked/Current,,1
McKinley Heights Neighborhood,Neighborhood (Internal and External Lines),MOHM13,Marked/Current,,1
McPherson Street,"""Infrastructure (Streets, Highways, Water Tower)""",MZSPE3,Marked/Current,,1
McRee Town,Neighborhood (Internal and External Lines),WUECC7,Erased /Demolished,,1
Melo's Pizza,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPG14,Marked/Current,,1
Meramec River,Waterways and Geological Features,"TGPF8,MZSPL2,SLPLC6",Marked/Current,,3
Merbs Candies,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPE2,Marked/Current,,1
Meskerem Ethiopian Restaurant,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSLB1,Marked/Current,,1
Metro High School,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MTHS2,LOOP11",Marked/Current,,2
Metrobus Line Route 70 Grand,"""Infrastructure (Streets, Highways, Water Tower)""","MOBG11,MZSPO1",Marked/Current,,2
Metrobus Route 10 Gravois-Lindell,"""Infrastructure (Streets, Highways, Water Tower)""",MZSPO1,Marked/Current,,1
Metrobus Route 11 Chippewa,"""Infrastructure (Streets, Highways, Water Tower)""",MOBG11,Marked/Current,,1
Metrobus Route 11 Olive,"""Infrastructure (Streets, Highways, Water Tower)""",MZSPO1,Marked/Current,,1
Metrobus Route 18 Taylor,"""Infrastructure (Streets, Highways, Water Tower)""",MZSPO1,Marked/Current,,1
Metrobus Route 56 Kirkwood-Webster,"""Infrastructure (Streets, Highways, Water Tower)""",MZSPO1,Marked/Current,,1
Metrobus Route 57 Maplewood-Wildwood,"""Infrastructure (Streets, Highways, Water Tower)""",MZSPO1,Marked/Current,,1
Metrobus Route 73 Carondelet ,"""Infrastructure (Streets, Highways, Water Tower)""",MZSPO1,Marked/Current,,1
Metrobus Route 95 Kingshighway,"""Infrastructure (Streets, Highways, Water Tower)""",MZSPO1,Marked/Current,,1
Metrobus Route 97 Delmar,"""Infrastructure (Streets, Highways, Water Tower)""",MZSPO1,Marked/Current,,1
Metrolink,"""Infrastructure (Streets, Highways, Water Tower)""","MZSPB46,AHFS3,LOOP15,WUEC4,TGFM2,MOHM16,MZSPL14,TVBP16,MZSPO1",Marked/Current,,9
Metrolink (new route),"""Infrastructure (Streets, Highways, Water Tower)""",TVBP16,Potential/Imaginary,,1
Midtown Neighborhood,Neighborhood (Internal and External Lines),SFSL15,Marked/Current,,1
Mike Talaynas JUKEBOX Restaurant,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPJ2,Marked/Current,,1
Milam Landfill,Notable Site,PULS11,Marked/Current,,1
Mill Creek Valley,Neighborhood (Internal and External Lines),"SFSL28,WUEC17,WUECC7",Erased /Demolished,,3
Millar Park,"""Park Space (Park, Garden, Tree, Skate Park)""",AHFS4,Marked/Current,,1
Millionaire's Row,Other Places,INDI15,Erased /Demolished,,1
Minor v. Happersett (1872),Notable Site,PULS16,Marked/Current,,1
Mirror Lake,Waterways and Geological Features,TGPF26,Marked/Current,,1
Mission Taco Joint,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","PULS13,SFSLB4",Marked/Current,,2
Mississippi Ave,"""Infrastructure (Streets, Highways, Water Tower)""","MOHM9,MOHM13",Marked/Current,,2
Mississippi Nights,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPF17,Erased /Demolished,,1
Mississippi River,Waterways and Geological Features,"TRNG6,TRNG1,TRNG7,MZSPA4 ,MZSPA7,MZSPA9,MZSPA21,MZSPC2,MZSPC3,MZSPC9,MZSPC11,MZSPD1,MZSPD4,MTHS3,MTHS5,MZSPE1,MZSPE4,MZSPE7,MZSPE9,MZSPE11,MZSPE15,MZSPB6,MZSPB9,MZSPB10,MZSPB11,MZSPB16,MZSPB19,MZSPB21,MZSPB28,MZSPB30,MZSPB34,MZSPB35,MZSPB42,MZSPB45,MZSPB47,MZSPF2,MZSPF5,MZSPF7,MZSPF9,MZSPF11,MZSPF17,MZSPF19,AHFS1,AHFS2,AHFS8,INDI8,INDI12,SFSL8,SFSL12,SFSL16,SFSL17,SFSL23,SFSL27,MZSPB13,SFSL37,SFSL38,TRNG2,TRNG3,TRNG4,LOOP5,LOOP6,LOOP11,LOOP14,LOOP15,MZSPH1,MZSPH3,MZSPH6,MZSPH7,MZSPH5,PULS1,PULS2,PULS3,PULS7,PULS9,PULS13,PULS15,PULS16,PULS18,CRC3,MZSPI3,MZSPI5,MOHMB4,SLAM1,SLAM3,SLAM4,SLAM5`,SLAM6,SLAM21,SLAM28,SLAM31,SLAM33,SLAM34,SLAM35,SFSLB2,SFSLB4,SFSLB6,SFSLB12,SFSLB13,SFSLB15,SFSLB17,SFSLB19,LSRC3,TGEM2,TGEM5,TGEM6,WUEC4,MZSPJ2,MZSPJ5,MZSPJ6,TGFM1,TGFM2,TGFM4,TGFM5,TGFM8,TGFM9,TGFM10,MZSPK3,MZSPK5,MZSPK6,MZSPK7,MZSPK8,TGPF6,TGPF8,JCLB1,JCLB10,MZSPG1,MZSPG11,MZSPG12,MOHM11,MOHM21,MZSPK11,MZSPK14,TGPF30,MOBG5,MOBG7,MOBG11,WUECB14,CAMF1,CAMF2,CAMF3,AGGA10,AGGA16,WCRC9,WCRC11,WCRC12,WCRC14,WCRC16,WCRC20,CCFV1,MZSPL1,MZSPL9,MZSPL15,MZSPM5,PAFB1,PAFB3,PAFB4,PAFB5,SLPLA6,MOHMC2,MOHMC3,CAML3,CAML7,TVBP16,CSRF6,MOHMD1,HMES12,SLPLC1,SLPLC6,SLPLC12,SLPLC13,SLPLC15,SLPLC21,MZSPO5",Marked/Current,,173
Mississippi River Water Intake Towers,"""Infrastructure (Streets, Highways, Water Tower)""",PULS15,Marked/Current,,1
Missouri,Other Places,"MZSPB10,MZSPB42,SFSL17",Marked/Current,,3
Missouri Ave,"""Infrastructure (Streets, Highways, Water Tower)""",MOHM9,Marked/Current,,1
Missouri Baking Company,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSLB3,Marked/Current,,1
Missouri ex. rel. Gaines v. Canada (1938),Notable Site,PULS16,Marked/Current,,1
Missouri History Museum,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPA18,MZSPE2,AHFS3,SFSL3,SFSL17,SFSL20,SFSL21,MZSPF6,OFRC4,OFRC8,SLAM31,SFSLB1,SFSLB15,SFSLB16,LSRC7,WUEC7,WUEC20,TGFM3,TGFM8,JCLB1,MOHM5,MOHM11,MOHM20,WUECB2,CAML8,MOHMD2,SLPLC5,SLPLC15,SLPLC16",Marked/Current,,29
Missouri River,Waterways and Geological Features,"MZSPA7,MZSPA9,MZSPA21,MTHS5,MZSPE15,MZSPB19,MZSPB21,MZSPB33,MZSPB42,MZSPB47,MZSPF16,AHFS2,SFSL4,SFSL5,SFSL16,SFSL38,PULS15,SLAM9,LSRC3,TGPF8,CCFV1,CAML7,SLPLC6",Marked/Current,,23
MLK Blvd (revitalized),"""Infrastructure (Streets, Highways, Water Tower)""",TVBP14,Potential/Imaginary,,1
Mod Pizza,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPG8,Marked/Current,,1
Modern Brewery,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","SLAM2,TGFM11",Marked/Current,,2
MoKaBe's Coffee House,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","PULS13,MOHM6,TGPF29",Marked/Current,,3
Mom's Deli,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPK10,Marked/Current,,1
Money Tree,Other Places,"WUECB7,WUECB8",Potential/Imaginary,,2
Monks Mounds,Mounds,MZSPB19,Marked/Current,,1
Monument of Redd Fox,"""Artwork (Statue, Sculpture)""",AGGA12,Potential/Imaginary,,1
Monument of Rosa Parks,"""Artwork (Statue, Sculpture)""",CBOHA2,Potential/Imaginary,,1
Monument of Ulysses S Grant,"""Artwork (Statue, Sculpture)""",TGPF32,Potential/Imaginary,,1
Monument to Alnita,"""Artwork (Statue, Sculpture)""",CBOHB1,Potential/Imaginary,,1
Monument to Artists,"""Artwork (Statue, Sculpture)""",RPSL5,Potential/Imaginary,,1
Monument to Chief Pontiac,"""Artwork (Statue, Sculpture)""",CAMF2,Potential/Imaginary,,1
Monument to Chuck Berry,"""Artwork (Statue, Sculpture)""",FPPCA3,Potential/Imaginary,,1
Monument to Dred Scott,"""Artwork (Statue, Sculpture)""",FPPCA3,Potential/Imaginary,,1
Monument to Historic Chinatown,"""Artwork (Statue, Sculpture)""",CBOHA4,Potential/Imaginary,,1
Monument to Katherine Dunham,"""Artwork (Statue, Sculpture)""",MZSPL4,Potential/Imaginary,,1
Monument to Maya Angelou,"""Artwork (Statue, Sculpture)""",FPPCA3,Potential/Imaginary,,1
Monument to Native / Latinx,"""Artwork (Statue, Sculpture)""",TGFM1,Potential/Imaginary,,1
Monument to Native Peoples,"""Artwork (Statue, Sculpture)""",SLPLC18,Potential/Imaginary,,1
Monument to NOD horse,"""Artwork (Statue, Sculpture)""",RPSL6,Potential/Imaginary,,1
Monument to Pruitt-Igoe,"""Artwork (Statue, Sculpture)""","WUECB1,AGGA18",Potential/Imaginary,,2
Monument to Racial Segregation / Division,"""Artwork (Statue, Sculpture)""",CBOHB2,Potential/Imaginary,,1
Monument to teachers and educators,"""Artwork (Statue, Sculpture)""",CBOHB4,Potential/Imaginary,,1
Monument to the Immigrant,"""Artwork (Statue, Sculpture)""",CAML2,Potential/Imaginary,,1
Monument to Underground Railroad Passages,"""Artwork (Statue, Sculpture)""",TGPF33,Potential/Imaginary,,1
Monument to victims of gentrification/European invasion and discrimination,"""Artwork (Statue, Sculpture)""",AHFS1,Potential/Imaginary,,1
More Ice Cream Shops,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",WUECB2,Potential/Imaginary,,1
Morganford Avenue,"""Infrastructure (Streets, Highways, Water Tower)""",MZSPA6,Marked/Current,,1
Mounds,Mounds,"MZSPA7,MZSPA20,MZSPA21,MZSPC9,SFSL6,MZSPG12,CAMF2,WUECC7,PAFB2,CAML4",Erased /Demolished,,10
Murals (unmarked),"""Artwork (Statue, Sculpture)""",HMES7,Potential/Imaginary,,1
Museum (unmarked),Personal Site,MOHM4,Marked/Current,,1
Musial Bridge,"""Infrastructure (Streets, Highways, Water Tower)""",SLAM5`,Marked/Current,,1
Music Accordion Theater,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",TGPF7,Potential/Imaginary,,1
My High School (unmarked),"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MOHM7,Marked/Current,,1
My House (unmarked),Personal Site,"MZSPE6,MZSPB4,MZSPB7,MZSPB14,MZSPB22,MZSPB34,MZSPB43,MZSPF18,LOOP3,OFRC3,MZSPH5,SLAM33,WUEC3,WUEC13,MZSPJ2,MZSPK9,MZSPG10,MZSPG15,MOHM6,MOHM17,USAC3,USAC5,USAC6,USAC10,WCRC2,WCRC5,WCRC6,WCRC7,WCRC8,WCRC10,WCRC12,MZSPL1,CAML11",Marked/Current,,33
My Parents House (unmarked),Personal Site,MZSPG11,Marked/Current,,1
NAACP,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPA19,Marked/Current,,1
